Event Name,Event Type,Event Description,Date & Time,Duration (hrs),City,Country,Latitude,Longitude,Attendees,Average Rating,Review Count,Cost,Target Audience
Songkran Street Music Fest in Hua Hin,Music,"Enjoy live performances and local rhythms at the Songkran Street Music Fest in Hua Hin, celebrating Thai music culture in Hua Hin.",3/15/2025 1:53,1,Hua Hin,Thailand,17.17188407,101.0386178,4094,3.6,456,Medium,Expats
Ramayana Heritage Fair of Sports in Bangkok,Sports,"Compete or cheer at the Ramayana Heritage Fair of Sports in Bangkok, an action-packed sports celebration highlighting strength and spirit in Bangkok.",1/9/2025 9:43,1,Bangkok,Thailand,15.13580766,103.7805623,551,3.3,13,Free,Expats
Traditional Knowledge Forum in Krabi,Education,"Engage in dialogue and discovery at the Traditional Knowledge Forum in Krabi, an inspiring event promoting lifelong learning in Krabi.",2/5/2025 22:30,4,Krabi,Thailand,5.973539754,101.8451951,4171,4.2,628,Free,Expats
TechSphere Bangkok in Phuket,Technology,"Join leading tech minds and innovators at the TechSphere Bangkok in Phuket, where the future of technology unfolds in Phuket.",2/10/2025 17:14,1,Phuket,Thailand,16.06223225,100.064956,999,3.5,152,Free,Nomads
Thai Ceremony of Arts in Pattaya,Arts,"Explore Thai creativity at the Thai Ceremony of Arts in Pattaya, a vibrant showcase of traditional and contemporary arts in Pattaya.",1/2/2025 11:06,2,Pattaya,Thailand,14.73571484,95.01376411,2452,3.9,890,High,Expats
Thailand SmartTech Conference in Kanchanaburi,Technology,"Join leading tech minds and innovators at the Thailand SmartTech Conference in Kanchanaburi, where the future of technology unfolds in Kanchanaburi.",1/31/2025 5:54,3,Kanchanaburi,Thailand,8.619313341,96.82123737,2547,5.0,192,Medium,Locals
Traditional Knowledge Forum in Pattaya,Education,"Engage in dialogue and discovery at the Traditional Knowledge Forum in Pattaya, an inspiring event promoting lifelong learning in Pattaya.",2/12/2025 6:52,3,Pattaya,Thailand,9.240284503,99.46010602,3815,4.5,746,Free,Nomads
Cultural Ceremony of Arts in Trang,Arts,"Explore Thai creativity at the Cultural Ceremony of Arts in Trang, a vibrant showcase of traditional and contemporary arts in Trang.",3/10/2025 18:32,6,Trang,Thailand,14.27517627,102.1710404,4380,4.5,132,Low,Locals
Explore Asia Travel Summit in Bangkok,Travel,"Meet fellow travelers and discover new destinations at the Explore Asia Travel Summit in Bangkok, spotlighting adventure and exploration in Bangkok.",1/14/2025 9:50,2,Bangkok,Thailand,19.85189182,98.62277203,4692,3.7,851,Free,Expats
Cultural Harmony Music Fest in Kanchanaburi,Music,"Enjoy live performances and local rhythms at the Cultural Harmony Music Fest in Kanchanaburi, celebrating Thai music culture in Kanchanaburi.",2/17/2025 4:29,6,Kanchanaburi,Thailand,12.38847451,96.21549392,4258,4.1,8,High,Expats
Southeast Asia Tech Leadership Summit in Rayong,Technology,"Join leading tech minds and innovators at the Southeast Asia Tech Leadership Summit in Rayong, where the future of technology unfolds in Rayong.",1/9/2025 21:37,6,Rayong,Thailand,12.60345131,104.0494803,1092,3.1,486,High,Locals
Cultural Harmony Music Fest in Nakhon Ratchasima,Music,"Enjoy live performances and local rhythms at the Cultural Harmony Music Fest in Nakhon Ratchasima, celebrating Thai music culture in Nakhon Ratchasima.",1/26/2025 12:38,1,Nakhon Ratchasima,Thailand,12.93217086,103.528827,823,5.0,56,Medium,Locals
Smart Travel Innovation Forum in Nonthaburi,Travel,"Meet fellow travelers and discover new destinations at the Smart Travel Innovation Forum in Nonthaburi, spotlighting adventure and exploration in Nonthaburi.",2/19/2025 18:49,5,Nonthaburi,Thailand,8.671584722,96.43986455,2639,3.6,213,Low,Locals
Bangkok Ayutthaya Showcase of Food in Samut Prakan,Food,"Experience the taste of Thailand at the Bangkok Ayutthaya Showcase of Food in Samut Prakan, featuring iconic dishes and culinary traditions from Samut Prakan.",1/3/2025 5:35,2,Samut Prakan,Thailand,14.80351128,99.32171749,3482,4.3,451,High,Everyone
TechSphere Bangkok in Hat Yai,Technology,"Join leading tech minds and innovators at the TechSphere Bangkok in Hat Yai, where the future of technology unfolds in Hat Yai.",2/19/2025 20:58,4,Hat Yai,Thailand,8.111125735,96.90869228,4267,3.8,792,High,Nomads
Cultural Ceremony of Sports in Hua Hin,Sports,"Compete or cheer at the Cultural Ceremony of Sports in Hua Hin, an action-packed sports celebration highlighting strength and spirit in Hua Hin.",1/24/2025 8:33,1,Hua Hin,Thailand,6.033578881,96.06720979,1760,4.5,163,High,Locals
Bangkok AI Summit by AIS in Nonthaburi,Technology,"Join leading tech minds and innovators at the Bangkok AI Summit by AIS in Nonthaburi, where the future of technology unfolds in Nonthaburi.",3/18/2025 9:13,6,Nonthaburi,Thailand,10.83053189,95.48028923,2312,3.0,914,Free,Expats
Knowledge & Culture Fair in Kanchanaburi,Education,"Engage in dialogue and discovery at the Knowledge & Culture Fair in Kanchanaburi, an inspiring event promoting lifelong learning in Kanchanaburi.",3/2/2025 7:20,1,Kanchanaburi,Thailand,11.70292123,101.9957755,3284,3.4,887,High,Locals
Cultural Festival of Arts in Rayong,Arts,"Explore Thai creativity at the Cultural Festival of Arts in Rayong, a vibrant showcase of traditional and contemporary arts in Rayong.",3/16/2025 22:57,5,Rayong,Thailand,18.31526092,103.5556278,139,4.0,991,High,Locals
Traditional Knowledge Forum in Koh Samui,Education,"Engage in dialogue and discovery at the Traditional Knowledge Forum in Koh Samui, an inspiring event promoting lifelong learning in Koh Samui.",1/12/2025 20:20,2,Koh Samui,Thailand,11.64668497,104.6999403,618,4.4,66,High,Expats
Smart Learning Thailand in Udon Thani,Education,"Engage in dialogue and discovery at the Smart Learning Thailand in Udon Thani, an inspiring event promoting lifelong learning in Udon Thani.",2/23/2025 19:51,2,Udon Thani,Thailand,14.61780862,96.5368591,3368,4.4,660,Medium,Nomads
Digital Futures Forum in Samut Prakan,Technology,"Join leading tech minds and innovators at the Digital Futures Forum in Samut Prakan, where the future of technology unfolds in Samut Prakan.",2/21/2025 8:29,6,Samut Prakan,Thailand,14.81775239,99.85921801,3891,3.1,856,High,Everyone
Sukhothai Royal Procession of Arts in Bangkok,Arts,"Explore Thai creativity at the Sukhothai Royal Procession of Arts in Bangkok, a vibrant showcase of traditional and contemporary arts in Bangkok.",2/8/2025 1:59,1,Bangkok,Thailand,5.663727859,96.46165149,1169,4.5,705,High,Locals
Thai Festival of Food in Kanchanaburi,Food,"Experience the taste of Thailand at the Thai Festival of Food in Kanchanaburi, featuring iconic dishes and culinary traditions from Kanchanaburi.",2/2/2025 9:34,5,Kanchanaburi,Thailand,9.82617718,96.27898466,2779,3.0,86,Low,Nomads
Floating Lotus Ritual of Arts in Phuket,Arts,"Explore Thai creativity at the Floating Lotus Ritual of Arts in Phuket, a vibrant showcase of traditional and contemporary arts in Phuket.",2/1/2025 7:54,4,Phuket,Thailand,17.08733255,103.5940249,4593,3.4,984,Free,Expats
Sustainable Travel Thailand in Krabi,Travel,"Meet fellow travelers and discover new destinations at the Sustainable Travel Thailand in Krabi, spotlighting adventure and exploration in Krabi.",3/1/2025 14:52,3,Krabi,Thailand,19.2993302,102.6389743,2437,4.1,13,High,Locals
Ayutthaya Royal Procession of Sports in Samut Prakan,Sports,"Compete or cheer at the Ayutthaya Royal Procession of Sports in Samut Prakan, an action-packed sports celebration highlighting strength and spirit in Samut Prakan.",1/12/2025 14:40,5,Samut Prakan,Thailand,17.40623231,101.4226675,78,3.1,250,High,Nomads
Regional Thai Sports League in Chiang Mai,Sports,"Experience competitive spirit and high energy at the Regional Thai Sports League in Chiang Mai, a celebration of movement and sports in Chiang Mai.",1/1/2025 22:50,2,Chiang Mai,Thailand,13.79955082,102.2224265,4833,4.9,591,Free,Locals
Lifelong Learning Day in Krabi,Education,"Engage in dialogue and discovery at the Lifelong Learning Day in Krabi, an inspiring event promoting lifelong learning in Krabi.",2/25/2025 18:45,6,Krabi,Thailand,6.502734385,98.51056797,3783,3.4,525,Medium,Locals
Temple Craft Market of Food in Chiang Rai,Food,"Experience the taste of Thailand at the Temple Craft Market of Food in Chiang Rai, featuring iconic dishes and culinary traditions from Chiang Rai.",1/2/2025 4:13,6,Chiang Rai,Thailand,16.35396568,98.31130725,1207,4.2,598,Medium,Expats
Cyber Future Thailand in Pattaya,Technology,"Join leading tech minds and innovators at the Cyber Future Thailand in Pattaya, where the future of technology unfolds in Pattaya.",1/7/2025 0:28,2,Pattaya,Thailand,5.533393913,103.8334223,4079,3.2,780,Low,Expats
Nomad Life Expo in Koh Samui,Travel,"Meet fellow travelers and discover new destinations at the Nomad Life Expo in Koh Samui, spotlighting adventure and exploration in Koh Samui.",3/10/2025 8:26,5,Koh Samui,Thailand,15.12730108,102.7723231,2808,3.3,749,Medium,Expats
EduFuture Forum in Krabi,Education,"Engage in dialogue and discovery at the EduFuture Forum in Krabi, an inspiring event promoting lifelong learning in Krabi.",2/3/2025 12:51,6,Krabi,Thailand,18.04873087,104.5458877,4172,4.6,556,Medium,Locals
Cultural Ceremony of Food in Koh Samui,Food,"Experience the taste of Thailand at the Cultural Ceremony of Food in Koh Samui, featuring iconic dishes and culinary traditions from Koh Samui.",2/15/2025 2:44,4,Koh Samui,Thailand,12.84330847,95.08460977,2389,4.5,456,High,Nomads
Action Thailand Expo in Kanchanaburi,Sports,"Compete or cheer at the Action Thailand Expo in Kanchanaburi, an action-packed sports celebration highlighting strength and spirit in Kanchanaburi.",1/11/2025 8:58,4,Kanchanaburi,Thailand,17.75288992,100.5045939,607,3.5,19,Medium,Everyone
SmartCity Innovation Fair in Khon Kaen,Technology,"Join leading tech minds and innovators at the SmartCity Innovation Fair in Khon Kaen, where the future of technology unfolds in Khon Kaen.",1/31/2025 17:15,6,Khon Kaen,Thailand,18.82406242,104.3960764,447,4.8,445,Medium,Everyone
Isaan Sound Celebration in Hua Hin,Music,"Enjoy live performances and local rhythms at the Isaan Sound Celebration in Hua Hin, celebrating Thai music culture in Hua Hin.",2/15/2025 21:57,4,Hua Hin,Thailand,16.49076218,99.00444233,1228,3.8,846,High,Everyone
Bangkok AI Summit by AIS in Pattaya,Technology,"Join leading tech minds and innovators at the Bangkok AI Summit by AIS in Pattaya, where the future of technology unfolds in Pattaya.",1/20/2025 2:02,6,Pattaya,Thailand,8.990293492,104.140409,1106,3.6,113,Low,Everyone
Thailand Adventure Expo in Rayong,Travel,"Meet fellow travelers and discover new destinations at the Thailand Adventure Expo in Rayong, spotlighting adventure and exploration in Rayong.",3/14/2025 3:27,4,Rayong,Thailand,12.39347619,99.46102883,876,4.6,936,Low,Everyone
Temple Lantern Display of Food in Chiang Rai,Food,"Experience the taste of Thailand at the Temple Lantern Display of Food in Chiang Rai, featuring iconic dishes and culinary traditions from Chiang Rai.",1/10/2025 9:38,5,Chiang Rai,Thailand,7.494920276,103.458808,4533,4.7,677,High,Everyone
Songkran Island Street Feast of Food in Phuket (40a),Food,"Experience the taste of Thailand at the Songkran Island Street Feast of Food in Phuket (40a), featuring iconic dishes and culinary traditions from Phuket.",2/18/2025 2:08,1,Phuket,Thailand,8.782148863,95.29608058,911,3.8,659,Free,Locals
Future Skills Festival in Phuket,Education,"Engage in dialogue and discovery at the Future Skills Festival in Phuket, an inspiring event promoting lifelong learning in Phuket.",3/11/2025 23:49,5,Phuket,Thailand,16.40018573,96.8957999,1305,3.9,410,Low,Locals
