Event Name,Event Type,Event Description,Date & Time,Duration (hrs),City,Country,Latitude,Longitude,Attendees,Average Rating,Review Count,Cost,Target Audience
Marathon Challenge in Chonburi,Sports,"Get active and meet fellow athletes at Marathon Challenge in Chonburi, perfect for beginners and pros alike.",2025-03-06 12:28:42,1,Chonburi,Thailand,13.326889862921927,99.67963753717764,4533,4.4,650,Medium,Locals
Photography & Film Showcase in Kanchanaburi,Arts,"Let your artistic side shine at Photography & Film Showcase in Kanchanaburi, where imagination knows no bounds.",2025-01-24 07:07:38,3,Kanchanaburi,Thailand,13.48546964445747,96.47349615216264,144,3.2,855,Low,Nomads
Cybersecurity Conference in Koh Samui,Technology,Cybersecurity Conference in Koh Samui is the ultimate event for aspiring developers and startup founders.,2025-02-12 09:57:59,4,Koh Samui,Thailand,14.549429173711456,96.86276348710435,4772,4.3,260,High,Everyone
Yoga & Wellness Retreat in Chiang Rai,Sports,Join us at Yoga & Wellness Retreat in Chiang Rai and test your fitness in a friendly and challenging environment.,2025-01-09 07:26:02,4,Chiang Rai,Thailand,9.592176153146845,96.99372426911754,2665,3.9,143,High,Expats
Traditional Thai Dance Performance in Ayutthaya,Arts,"Immerse yourself in creativity at Traditional Thai Dance Performance in Ayutthaya, showcasing stunning visual and performing arts.",2025-01-01 15:19:16,4,Ayutthaya,Thailand,5.124996699007325,98.06203762716868,4166,4.2,214,High,Everyone
Beach Volleyball Tournament in Bangkok,Sports,"Compete or cheer at Beach Volleyball Tournament in Bangkok, an action-packed event for sports enthusiasts.",2025-02-01 01:40:52,2,Bangkok,Thailand,5.468880393529404,96.34074851664843,723,4.7,688,Medium,Locals
AI & Blockchain Summit in Bangkok,Technology,"Dive into the latest innovations at AI & Blockchain Summit in Bangkok, where tech meets creativity.",2025-03-05 15:36:03,1,Bangkok,Thailand,16.655417894832745,100.78232910961604,507,3.6,925,Free,Everyone
Cultural Exchange & Nomad Networking in Nakhon Ratchasima,Travel,"Step into a world of exploration at Cultural Exchange & Nomad Networking in Nakhon Ratchasima, designed for those who love to roam.",2025-03-09 13:50:24,2,Nakhon Ratchasima,Thailand,11.07701648563349,101.52815168841823,96,3.8,268,Low,Everyone
Mindfulness & Meditation Retreat in Chonburi,Education,"Expand your knowledge at Mindfulness & Meditation Retreat in Chonburi, a learning event designed to inspire and educate.",2025-03-08 15:41:43,1,Chonburi,Thailand,6.041930944013373,104.88364246612258,1895,3.1,607,Low,Nomads
Motorbike Road Trip Through Trang,Travel,"Get inspired at Motorbike Road Trip Through Trang, where travel enthusiasts share their stories and experiences.",2025-01-06 09:49:42,2,Trang,Thailand,7.048672044020398,104.60062766704577,4912,3.8,951,Free,Locals
Gourmet Tasting Event in Hat Yai,Food,"Join us for Gourmet Tasting Event in Hat Yai, where you'll discover new dishes and culinary delights.",2025-01-26 01:23:06,2,Hat Yai,Thailand,13.327452917628262,97.50436243823017,3738,4.5,500,Low,Everyone
Street Art & Graffiti Fest in Koh Samui,Arts,Discover inspiring artworks and meet talented creators at Street Art & Graffiti Fest in Koh Samui.,2025-03-03 00:56:46,5,Koh Samui,Thailand,13.404585019462242,100.940665667536,3710,4.4,450,Low,Expats
Beach Volleyball Tournament in Khon Kaen,Sports,Beach Volleyball Tournament in Khon Kaen is set to bring an adrenaline rush with exciting games and activities.,2025-01-29 11:38:43,6,Khon Kaen,Thailand,10.89962659096134,100.73260153935284,3943,4.7,316,High,Locals
Electronic Dance Night in Hua Hin,Music,"Join us for Electronic Dance Night in Hua Hin, where you'll enjoy an evening of live music and unforgettable performances.",2025-03-09 09:29:44,5,Hua Hin,Thailand,19.640757731596295,104.19927189281225,2578,4.5,857,Free,Locals
Waterfalls & Jungle Trekking in Chiang Mai,Travel,Waterfalls & Jungle Trekking in Chiang Mai is your gateway to discovering hidden gems and breathtaking destinations.,2025-01-28 20:18:10,5,Chiang Mai,Thailand,18.676624623668932,98.35090388930092,2251,4.4,985,Free,Expats
Waterfalls & Jungle Trekking in Udon Thani,Travel,"Step into a world of exploration at Waterfalls & Jungle Trekking in Udon Thani, designed for those who love to roam.",2025-01-01 11:19:03,5,Udon Thani,Thailand,5.272122204003488,100.83667863643704,3284,3.8,98,Low,Expats
Muay Thai Championship in Chonburi,Sports,Muay Thai Championship in Chonburi is your chance to experience the thrill of competition and sportsmanship.,2025-02-02 18:41:07,5,Chonburi,Thailand,15.510267880275133,103.51702872538172,475,3.4,357,Medium,Nomads
Painting & Sculpture Workshop in Phuket,Arts,Discover inspiring artworks and meet talented creators at Painting & Sculpture Workshop in Phuket.,2025-01-25 13:57:58,1,Phuket,Thailand,5.600051726168256,96.45512823465496,2514,4.8,176,Low,Expats
Startup Pitch Night in Trang,Technology,"Dive into the latest innovations at Startup Pitch Night in Trang, where tech meets creativity.",2025-01-02 02:13:59,5,Trang,Thailand,12.222723011236695,99.3166129198215,1748,3.4,987,Low,Everyone
Motorbike Road Trip Through Rayong,Travel,"Join fellow explorers at Motorbike Road Trip Through Rayong, a gathering of wanderers and adventure seekers.",2025-02-23 05:58:34,1,Rayong,Thailand,13.757926297806872,101.92251544078856,3722,3.6,371,Medium,Locals
Startup Pitch Night in Koh Samui,Technology,Startup Pitch Night in Koh Samui is the ultimate event for aspiring developers and startup founders.,2025-01-15 12:44:07,6,Koh Samui,Thailand,14.985470440421357,98.19656148028938,310,3.9,244,Medium,Locals
Traditional Thai Dance Performance in Chiang Mai,Arts,"Immerse yourself in creativity at Traditional Thai Dance Performance in Chiang Mai, showcasing stunning visual and performing arts.",2025-03-05 04:12:42,3,Chiang Mai,Thailand,6.679275524294992,100.58543850319924,2837,3.7,326,Low,Everyone
Island Hopping Adventure from Chiang Rai,Travel,Island Hopping Adventure from Chiang Rai is your gateway to discovering hidden gems and breathtaking destinations.,2025-02-23 19:32:48,3,Chiang Rai,Thailand,19.229178222051505,102.10611622711592,3840,3.3,607,High,Locals
Cultural Exchange & Nomad Networking in Ayutthaya,Travel,Cultural Exchange & Nomad Networking in Ayutthaya is your gateway to discovering hidden gems and breathtaking destinations.,2025-02-09 06:17:11,1,Ayutthaya,Thailand,17.932854267990834,97.14201202902804,2527,4.9,162,Medium,Expats
Sunset Music Vibes in Khon Kaen,Music,"Sunset Music Vibes in Khon Kaen brings together music lovers for a night of indie, jazz, and electronic beats.",2025-03-17 07:02:50,4,Khon Kaen,Thailand,7.635068974504346,104.85100480319919,2743,3.3,173,Free,Locals
Sunset Music Vibes in Hua Hin,Music,"Get ready to dance the night away at Sunset Music Vibes in Hua Hin, featuring amazing artists and a lively crowd.",2025-03-04 23:58:55,1,Hua Hin,Thailand,10.236964747407608,96.92129253174022,221,5.0,264,Low,Nomads
Waterfalls & Jungle Trekking in Chonburi,Travel,Waterfalls & Jungle Trekking in Chonburi is your gateway to discovering hidden gems and breathtaking destinations.,2025-01-24 00:35:28,5,Chonburi,Thailand,7.54692992446733,100.35278868643532,2419,3.4,498,High,Expats
Acoustic Music Gathering in Ayutthaya,Music,Experience the best of Acoustic Music Gathering in Ayutthaya with top DJs and bands setting the vibe.,2025-03-04 13:46:04,4,Ayutthaya,Thailand,6.289316973316529,95.47373741168826,3774,3.4,220,High,Everyone
Waterfalls & Jungle Trekking in Pattaya,Travel,"Waterfalls & Jungle Trekking in Pattaya is all about new adventures, cultural discoveries, and unforgettable journeys.",2025-01-03 13:43:20,2,Pattaya,Thailand,18.975522378106888,102.7977272027564,998,4.5,80,High,Nomads
Financial Literacy Workshop in Rayong,Education,Join experts at Financial Literacy Workshop in Rayong for insightful discussions and hands-on learning experiences.,2025-02-05 11:26:57,3,Rayong,Thailand,6.478912090717676,98.29744388807534,3903,3.7,521,Medium,Locals
Indie Rock Fest in Bangkok,Music,"Get ready to dance the night away at Indie Rock Fest in Bangkok, featuring amazing artists and a lively crowd.",2025-02-09 13:49:12,3,Bangkok,Thailand,19.184466257107587,99.86003360194317,131,3.9,122,High,Expats
Painting & Sculpture Workshop in Khon Kaen,Arts,Discover inspiring artworks and meet talented creators at Painting & Sculpture Workshop in Khon Kaen.,2025-01-18 05:29:00,2,Khon Kaen,Thailand,7.046036104627207,100.68719389574632,3616,3.6,435,Low,Locals
Electronic Dance Night in Khon Kaen,Music,"Join us for Electronic Dance Night in Khon Kaen, where you'll enjoy an evening of live music and unforgettable performances.",2025-03-05 08:45:46,4,Khon Kaen,Thailand,7.771287041716149,95.80305614387883,629,3.8,271,High,Locals
Backpacking & Travel Stories in Surat Thani,Travel,"Join fellow explorers at Backpacking & Travel Stories in Surat Thani, a gathering of wanderers and adventure seekers.",2025-02-10 16:45:25,2,Surat Thani,Thailand,8.74707135822716,101.49681739525975,3399,4.4,902,High,Expats
Motorbike Road Trip Through Ayutthaya,Travel,"Join fellow explorers at Motorbike Road Trip Through Ayutthaya, a gathering of wanderers and adventure seekers.",2025-01-28 23:52:48,1,Ayutthaya,Thailand,18.05491036675614,98.56037528339176,330,3.9,760,High,Expats
AI & Blockchain Summit in Krabi,Technology,AI & Blockchain Summit in Krabi is the ultimate event for aspiring developers and startup founders.,2025-02-13 19:21:23,6,Krabi,Thailand,10.961256812922896,99.13724583286029,1349,3.7,601,High,Nomads
Traditional Thai Dance Performance in Hat Yai,Arts,Discover inspiring artworks and meet talented creators at Traditional Thai Dance Performance in Hat Yai.,2025-03-16 22:43:17,5,Hat Yai,Thailand,12.700648253975764,95.22511871625743,3435,4.0,408,Low,Nomads
Financial Literacy Workshop in Pattaya,Education,"Boost your expertise at Financial Literacy Workshop in Pattaya, where knowledge meets opportunity.",2025-02-09 12:48:48,4,Pattaya,Thailand,12.39526575334109,99.52632002421784,589,4.7,396,Low,Everyone
Sunset Music Vibes in Bangkok,Music,"Get ready to dance the night away at Sunset Music Vibes in Bangkok, featuring amazing artists and a lively crowd.",2025-03-11 15:37:50,1,Bangkok,Thailand,19.301098104998083,99.42154750713082,1448,3.9,373,Medium,Locals
Cybersecurity Conference in Chiang Mai,Technology,"Join industry experts at Cybersecurity Conference in Chiang Mai to discuss the future of AI, blockchain, and more.",2025-02-07 15:36:22,4,Chiang Mai,Thailand,7.939576028849226,98.34447078314338,4288,3.6,638,Low,Everyone
Waterfalls & Jungle Trekking in Kanchanaburi,Travel,Waterfalls & Jungle Trekking in Kanchanaburi is your gateway to discovering hidden gems and breathtaking destinations.,2025-02-03 20:37:15,1,Kanchanaburi,Thailand,19.763178317451757,103.59180931213265,3614,3.4,456,High,Everyone
Financial Literacy Workshop in Khon Kaen,Education,Join experts at Financial Literacy Workshop in Khon Kaen for insightful discussions and hands-on learning experiences.,2025-02-11 18:41:02,1,Khon Kaen,Thailand,9.627552675935462,101.44633081303995,1628,3.0,343,High,Nomads
Street Art & Graffiti Fest in Udon Thani,Arts,"Street Art & Graffiti Fest in Udon Thani is a must-visit for art lovers, featuring exhibitions, workshops, and live performances.",2025-03-07 15:13:00,3,Udon Thani,Thailand,17.192828584586813,98.28175195096233,1241,3.7,740,Medium,Nomads
Thai Language & Cultural Learning in Chonburi,Education,Thai Language & Cultural Learning in Chonburi offers workshops and talks on essential skills for personal and professional growth.,2025-01-11 11:04:03,2,Chonburi,Thailand,16.948623607889925,97.24419188659549,2482,4.4,216,Free,Everyone
Traditional Thai Dance Performance in Chonburi,Arts,"Traditional Thai Dance Performance in Chonburi is a must-visit for art lovers, featuring exhibitions, workshops, and live performances.",2025-03-16 09:17:41,5,Chonburi,Thailand,16.46890916792412,99.69037063323435,3389,3.6,27,Free,Everyone
Motorbike Road Trip Through Samut Prakan,Travel,"Join fellow explorers at Motorbike Road Trip Through Samut Prakan, a gathering of wanderers and adventure seekers.",2025-03-09 00:59:35,1,Samut Prakan,Thailand,7.497719403794694,98.4038063868778,2794,4.3,549,Free,Everyone
Thai Dessert & Tea Tasting in Nakhon Ratchasima,Food,Thai Dessert & Tea Tasting in Nakhon Ratchasima brings together top chefs and food vendors for a taste experience like no other.,2025-01-12 11:18:27,1,Nakhon Ratchasima,Thailand,10.88924014045173,99.1158468456255,4826,4.3,871,Free,Everyone
Motorbike Road Trip Through Phuket,Travel,"Step into a world of exploration at Motorbike Road Trip Through Phuket, designed for those who love to roam.",2025-02-28 19:31:04,1,Phuket,Thailand,14.118490602535712,103.37504711439527,1809,4.7,516,Free,Everyone
Cycling Race through Nonthaburi,Sports,"Compete or cheer at Cycling Race through Nonthaburi, an action-packed event for sports enthusiasts.",2025-01-15 23:07:17,6,Nonthaburi,Thailand,19.454587483804673,104.85256832230164,2147,3.7,450,Low,Everyone
Electronic Dance Night in Koh Samui,Music,"Join us for Electronic Dance Night in Koh Samui, where you'll enjoy an evening of live music and unforgettable performances.",2025-02-20 13:29:53,1,Koh Samui,Thailand,8.244521377456966,100.63177391445493,1081,4.0,431,Free,Everyone
Indie Rock Fest in Hua Hin,Music,Experience the best of Indie Rock Fest in Hua Hin with top DJs and bands setting the vibe.,2025-03-15 01:53:27,1,Hua Hin,Thailand,17.171884074068075,101.03861777320469,4094,3.6,456,Medium,Expats
Marathon Challenge in Bangkok,Sports,Marathon Challenge in Bangkok is set to bring an adrenaline rush with exciting games and activities.,2025-01-09 09:43:25,1,Bangkok,Thailand,15.135807660483282,103.78056234603902,551,3.3,13,Free,Expats
Thai Language & Cultural Learning in Krabi,Education,"Unlock new possibilities at Thai Language & Cultural Learning in Krabi, an event tailored for lifelong learners.",2025-02-05 22:30:19,4,Krabi,Thailand,5.973539753979443,101.84519508611659,4171,4.2,628,Free,Expats
Cybersecurity Conference in Phuket,Technology,Cybersecurity Conference in Phuket is the ultimate event for aspiring developers and startup founders.,2025-02-10 17:14:44,1,Phuket,Thailand,16.062232246336674,100.06495599839411,999,3.5,152,Free,Nomads
Traditional Thai Dance Performance in Pattaya,Arts,"Let your artistic side shine at Traditional Thai Dance Performance in Pattaya, where imagination knows no bounds.",2025-01-02 11:06:03,2,Pattaya,Thailand,14.735714835366533,95.01376411290053,2452,3.9,890,High,Expats
AI & Blockchain Summit in Kanchanaburi,Technology,"Step into the world of tomorrow at AI & Blockchain Summit in Kanchanaburi, a tech event designed for innovators.",2025-01-31 05:54:43,3,Kanchanaburi,Thailand,8.619313340570184,96.82123736976982,2547,5.0,192,Medium,Locals
Public Speaking Bootcamp in Pattaya,Education,Public Speaking Bootcamp in Pattaya offers workshops and talks on essential skills for personal and professional growth.,2025-02-12 06:52:41,3,Pattaya,Thailand,9.240284502834376,99.46010601984146,3815,4.5,746,Free,Nomads
Photography & Film Showcase in Trang,Arts,"Immerse yourself in creativity at Photography & Film Showcase in Trang, showcasing stunning visual and performing arts.",2025-03-10 18:32:20,6,Trang,Thailand,14.27517627072725,102.17104044185984,4380,4.5,132,Low,Locals
Cultural Exchange & Nomad Networking in Bangkok,Travel,"Get inspired at Cultural Exchange & Nomad Networking in Bangkok, where travel enthusiasts share their stories and experiences.",2025-01-14 09:50:37,2,Bangkok,Thailand,19.85189181848838,98.62277202524832,4692,3.7,851,Free,Expats
Sunset Music Vibes in Kanchanaburi,Music,Experience the best of Sunset Music Vibes in Kanchanaburi with top DJs and bands setting the vibe.,2025-02-17 04:29:56,6,Kanchanaburi,Thailand,12.388474506846123,96.21549392133346,4258,4.1,8,High,Expats
Web Development Workshop in Rayong,Technology,"Join industry experts at Web Development Workshop in Rayong to discuss the future of AI, blockchain, and more.",2025-01-09 21:37:57,6,Rayong,Thailand,12.603451309666298,104.04948029372554,1092,3.1,486,High,Locals
Electronic Dance Night in Nakhon Ratchasima,Music,"Celebrate your love for music at Electronic Dance Night in Nakhon Ratchasima, showcasing talented local and international musicians.",2025-01-26 12:38:44,1,Nakhon Ratchasima,Thailand,12.932170859223444,103.5288269877378,823,5.0,56,Medium,Locals
Waterfalls & Jungle Trekking in Nonthaburi,Travel,"Waterfalls & Jungle Trekking in Nonthaburi is all about new adventures, cultural discoveries, and unforgettable journeys.",2025-02-19 18:49:09,5,Nonthaburi,Thailand,8.671584722457432,96.43986455285503,2639,3.6,213,Low,Locals
International Food Festival in Samut Prakan,Food,"Satisfy your cravings at International Food Festival in Samut Prakan, featuring a variety of delicious cuisines.",2025-01-03 05:35:57,2,Samut Prakan,Thailand,14.803511283899372,99.32171748744746,3482,4.3,451,High,Everyone
Cybersecurity Conference in Hat Yai,Technology,"Step into the world of tomorrow at Cybersecurity Conference in Hat Yai, a tech event designed for innovators.",2025-02-19 20:58:28,4,Hat Yai,Thailand,8.111125735192736,96.90869228016275,4267,3.8,792,High,Nomads
Marathon Challenge in Hua Hin,Sports,"Compete or cheer at Marathon Challenge in Hua Hin, an action-packed event for sports enthusiasts.",2025-01-24 08:33:47,1,Hua Hin,Thailand,6.0335788814689195,96.06720978819222,1760,4.5,163,High,Locals
AI & Blockchain Summit in Nonthaburi,Technology,"Step into the world of tomorrow at AI & Blockchain Summit in Nonthaburi, a tech event designed for innovators.",2025-03-18 09:13:56,6,Nonthaburi,Thailand,10.83053188500792,95.48028922746335,2312,3.0,914,Free,Expats
Financial Literacy Workshop in Kanchanaburi,Education,"Boost your expertise at Financial Literacy Workshop in Kanchanaburi, where knowledge meets opportunity.",2025-03-02 07:20:41,1,Kanchanaburi,Thailand,11.702921233737234,101.99577550976848,3284,3.4,887,High,Locals
Traditional Thai Dance Performance in Rayong,Arts,Discover inspiring artworks and meet talented creators at Traditional Thai Dance Performance in Rayong.,2025-03-16 22:57:31,5,Rayong,Thailand,18.315260922371174,103.55562775038968,139,4.0,991,High,Locals
Mindfulness & Meditation Retreat in Koh Samui,Education,Join experts at Mindfulness & Meditation Retreat in Koh Samui for insightful discussions and hands-on learning experiences.,2025-01-12 20:20:29,2,Koh Samui,Thailand,11.646684974062026,104.69994025429929,618,4.4,66,High,Expats
Mindfulness & Meditation Retreat in Udon Thani,Education,Mindfulness & Meditation Retreat in Udon Thani offers workshops and talks on essential skills for personal and professional growth.,2025-02-23 19:51:00,2,Udon Thani,Thailand,14.617808619485897,96.53685909858457,3368,4.4,660,Medium,Nomads
AI & Blockchain Summit in Samut Prakan,Technology,"Step into the world of tomorrow at AI & Blockchain Summit in Samut Prakan, a tech event designed for innovators.",2025-02-21 08:29:17,6,Samut Prakan,Thailand,14.817752393536093,99.85921800987842,3891,3.1,856,High,Everyone
Painting & Sculpture Workshop in Bangkok,Arts,Discover inspiring artworks and meet talented creators at Painting & Sculpture Workshop in Bangkok.,2025-02-08 01:59:35,1,Bangkok,Thailand,5.663727858528177,96.46165149233282,1169,4.5,705,High,Locals
International Food Festival in Kanchanaburi,Food,"Join us for International Food Festival in Kanchanaburi, where you'll discover new dishes and culinary delights.",2025-02-02 09:34:44,5,Kanchanaburi,Thailand,9.826177179966464,96.27898465613151,2779,3.0,86,Low,Nomads
Photography & Film Showcase in Phuket,Arts,Experience the beauty of traditional and modern art at Photography & Film Showcase in Phuket.,2025-02-01 07:54:50,4,Phuket,Thailand,17.087332545955263,103.59402487785322,4593,3.4,984,Free,Expats
Backpacking & Travel Stories in Krabi,Travel,Backpacking & Travel Stories in Krabi is your gateway to discovering hidden gems and breathtaking destinations.,2025-03-01 14:52:57,3,Krabi,Thailand,19.29933020401692,102.63897430209612,2437,4.1,13,High,Locals
Yoga & Wellness Retreat in Samut Prakan,Sports,Join us at Yoga & Wellness Retreat in Samut Prakan and test your fitness in a friendly and challenging environment.,2025-01-12 14:40:18,5,Samut Prakan,Thailand,17.40623231319506,101.42266753476261,78,3.1,250,High,Nomads
Beach Volleyball Tournament in Chiang Mai,Sports,"Get active and meet fellow athletes at Beach Volleyball Tournament in Chiang Mai, perfect for beginners and pros alike.",2025-01-01 22:50:09,2,Chiang Mai,Thailand,13.799550824442475,102.22242647105665,4833,4.9,591,Free,Locals
Freelancing & Remote Work Seminar in Krabi,Education,Join experts at Freelancing & Remote Work Seminar in Krabi for insightful discussions and hands-on learning experiences.,2025-02-25 18:45:14,6,Krabi,Thailand,6.502734385056146,98.51056796579608,3783,3.4,525,Medium,Locals
Vegan Cooking Class in Chiang Rai,Food,Vegan Cooking Class in Chiang Rai brings together top chefs and food vendors for a taste experience like no other.,2025-01-02 04:13:33,6,Chiang Rai,Thailand,16.353965676440524,98.3113072456331,1207,4.2,598,Medium,Expats
Web Development Workshop in Pattaya,Technology,"Step into the world of tomorrow at Web Development Workshop in Pattaya, a tech event designed for innovators.",2025-01-07 00:28:36,2,Pattaya,Thailand,5.533393912610177,103.83342229887924,4079,3.2,780,Low,Expats
Island Hopping Adventure from Koh Samui,Travel,"Get inspired at Island Hopping Adventure from Koh Samui, where travel enthusiasts share their stories and experiences.",2025-03-10 08:26:30,5,Koh Samui,Thailand,15.127301080228362,102.7723230502306,2808,3.3,749,Medium,Expats
Financial Literacy Workshop in Krabi,Education,Financial Literacy Workshop in Krabi offers workshops and talks on essential skills for personal and professional growth.,2025-02-03 12:51:57,6,Krabi,Thailand,18.04873087122879,104.54588770542074,4172,4.6,556,Medium,Locals
Gourmet Tasting Event in Koh Samui,Food,"Indulge in the best flavors at Gourmet Tasting Event in Koh Samui, where food lovers gather to feast.",2025-02-15 02:44:36,4,Koh Samui,Thailand,12.843308474768596,95.08460976671861,2389,4.5,456,High,Nomads
Marathon Challenge in Kanchanaburi,Sports,Join us at Marathon Challenge in Kanchanaburi and test your fitness in a friendly and challenging environment.,2025-01-11 08:58:16,4,Kanchanaburi,Thailand,17.75288992221927,100.50459387419238,607,3.5,19,Medium,Everyone
Cybersecurity Conference in Khon Kaen,Technology,"Dive into the latest innovations at Cybersecurity Conference in Khon Kaen, where tech meets creativity.",2025-01-31 17:15:19,6,Khon Kaen,Thailand,18.824062420041862,104.39607644501001,447,4.8,445,Medium,Everyone
Live Jazz Festival in Hua Hin,Music,"Get ready to dance the night away at Live Jazz Festival in Hua Hin, featuring amazing artists and a lively crowd.",2025-02-15 21:57:38,4,Hua Hin,Thailand,16.490762178689202,99.00444233334144,1228,3.8,846,High,Everyone
Cybersecurity Conference in Pattaya,Technology,"Dive into the latest innovations at Cybersecurity Conference in Pattaya, where tech meets creativity.",2025-01-20 02:02:24,6,Pattaya,Thailand,8.990293492007073,104.14040901863109,1106,3.6,113,Low,Everyone
Backpacking & Travel Stories in Rayong,Travel,"Backpacking & Travel Stories in Rayong is all about new adventures, cultural discoveries, and unforgettable journeys.",2025-03-14 03:27:05,4,Rayong,Thailand,12.393476193345844,99.46102883040979,876,4.6,936,Low,Everyone
International Food Festival in Chiang Rai,Food,"Join us for International Food Festival in Chiang Rai, where you'll discover new dishes and culinary delights.",2025-01-10 09:38:46,5,Chiang Rai,Thailand,7.494920275747589,103.4588080310981,4533,4.7,677,High,Everyone
Gourmet Tasting Event in Phuket,Food,"Foodies, don’t miss Gourmet Tasting Event in Phuket, the ultimate festival for street food and gourmet treats.",2025-02-18 02:08:38,1,Phuket,Thailand,8.782148862864261,95.2960805780164,911,3.8,659,Free,Locals
Financial Literacy Workshop in Phuket,Education,Join experts at Financial Literacy Workshop in Phuket for insightful discussions and hands-on learning experiences.,2025-03-11 23:49:34,5,Phuket,Thailand,16.40018572915399,96.89579990311692,1305,3.9,410,Low,Locals
Muay Thai Championship in Nakhon Ratchasima,Sports,Muay Thai Championship in Nakhon Ratchasima is set to bring an adrenaline rush with exciting games and activities.,2025-02-06 18:12:26,5,Nakhon Ratchasima,Thailand,8.693817207580423,103.47000231231095,4122,3.3,610,Free,Nomads
Painting & Sculpture Workshop in Udon Thani,Arts,Experience the beauty of traditional and modern art at Painting & Sculpture Workshop in Udon Thani.,2025-01-07 06:51:53,1,Udon Thani,Thailand,13.926968378776797,102.26885408756854,1160,3.9,901,Low,Everyone
Public Speaking Bootcamp in Chiang Mai,Education,"Unlock new possibilities at Public Speaking Bootcamp in Chiang Mai, an event tailored for lifelong learners.",2025-01-20 06:33:14,4,Chiang Mai,Thailand,17.929590769997507,101.5000408418806,3257,4.6,93,Low,Nomads
Street Food Market in Koh Samui,Food,"Join us for Street Food Market in Koh Samui, where you'll discover new dishes and culinary delights.",2025-02-18 14:36:14,3,Koh Samui,Thailand,16.259523598298642,104.58308224638236,4713,3.6,213,Low,Nomads
Live Jazz Festival in Trang,Music,"Join us for Live Jazz Festival in Trang, where you'll enjoy an evening of live music and unforgettable performances.",2025-02-15 13:01:37,6,Trang,Thailand,15.919228652850084,103.28587490673281,4493,4.7,954,Medium,Nomads
Thai Language & Cultural Learning in Bangkok,Education,Thai Language & Cultural Learning in Bangkok offers workshops and talks on essential skills for personal and professional growth.,2025-02-25 17:48:12,5,Bangkok,Thailand,9.105066408274109,102.27854656189461,1744,3.3,964,Medium,Everyone
Traditional Thai Dance Performance in Chiang Rai,Arts,"Let your artistic side shine at Traditional Thai Dance Performance in Chiang Rai, where imagination knows no bounds.",2025-01-20 16:22:05,2,Chiang Rai,Thailand,15.509682310522374,97.33515552811853,297,3.4,675,Medium,Locals
Street Food Market in Hat Yai,Food,"Join us for Street Food Market in Hat Yai, where you'll discover new dishes and culinary delights.",2025-01-14 00:14:23,1,Hat Yai,Thailand,15.433204838856263,103.76795655948746,1083,4.5,912,Medium,Expats
